no,구,구분,읍면동명,투표구명,투표소,주소,선거인수,투표수,PYS,OSH,SJH,HKY,OTY,LSB,BYK,KJA,SMS,JDH,LDY,SJY,계,무효,기권수
939,Eunpyeong,투표소,DJ,대조동제4투,"은평새마을금고 대조동지점(2층, 회의실)",서울특별시 은평구 통일로69길 31(대조동),949,337,149,175,0,3,1,0,0,3,1,0,0,2,334,3,612
940,Eunpyeong,투표소,DJ,대조동제5투,"대조동 늘봄장애인자립생활센터(3층, 프로그램실)",서울특별시 은평구 불광로 7(대조동),3560,1364,546,727,12,25,1,5,0,15,7,0,1,11,1350,14,2196
941,Eunpyeong,투표소,DJ,대조동제6투,"대조초등학교(1층, 체육관 서측)",서울특별시 은평구 연서로18길 17(대조동),3629,1442,596,781,7,15,4,2,0,9,6,0,0,10,1430,12,2187
942,Eunpyeong,투표소,YCH,역촌동제1투,"역촌초등학교(1층, 5-2반)",서울특별시 은평구 은평로3길 25(역촌동),3664,1239,534,630,10,15,0,5,0,16,6,1,0,9,1226,13,2425
943,Eunpyeong,투표소,YCH,역촌동제2투,"역촌초등학교(1층, 5-1반)",서울특별시 은평구 은평로3길 25(역촌동),3656,1541,656,798,11,22,5,7,1,10,5,1,0,12,1528,13,2115
944,Eunpyeong,투표소,YCH,역촌동제3투,"역촌노인복지관(2층, 학습교육실)",서울특별시 은평구 연서로3나길 11-30(역촌동),3564,1390,621,694,6,18,3,6,0,16,4,0,2,8,1378,12,2174
945,Eunpyeong,투표소,YCH,역촌동제4투,"역촌노인복지관(지하1층, 식당)",서울특별시 은평구 연서로3나길 11-30(역촌동),3629,1331,586,686,6,23,0,5,0,8,3,0,0,8,1325,6,2298
946,Eunpyeong,투표소,YCH,역촌동제5투,"역촌동주민센터(2층, 다목적실)",서울특별시 은평구 연서로 59(역촌동),2967,1121,461,595,11,22,4,1,0,12,3,0,1,5,1115,6,1846
947,Eunpyeong,투표소,YCH,역촌동제6투,"은평구평생학습관(2층, 채움실1)",서울특별시 은평구 서오릉로 87(역촌동),2759,1187,468,664,3,17,2,3,0,7,2,0,2,9,1177,10,1572
948,Eunpyeong,투표소,YCH,역촌동제7투,"은평구평생학습관(3층, 채움실2)",서울특별시 은평구 서오릉로 87(역촌동),3256,1295,550,689,8,18,0,4,0,7,4,2,0,4,1286,9,1961
949,Eunpyeong,투표소,YCH,역촌동제8투,"은평구청소년문화의집 신나는애프터센터(1층, 카페)",서울특별시 은평구 연서로6길 7(역촌동),3830,1556,692,769,10,30,0,8,0,14,4,0,0,15,1542,14,2274
950,Eunpyeong,투표소,YCH,역촌동제9투,"월드비전 꿈빛마을(2층, 강당)",서울특별시 은평구 진흥로5길 10(역촌동),4398,1822,786,912,18,27,3,7,1,21,11,0,2,13,1801,21,2576
951,Seodaemun,투표소,CHH,충현동제1투,"충현동주민센터(2층, 대회의실)",서울특별시 서대문구 북아현로22길 38(북아현동),2858,1162,416,681,11,10,0,1,0,10,9,0,2,10,1150,12,1696
952,Seodaemun,투표소,CHH,충현동제2투,"충현동주민센터(지하1층, 주차장)",서울특별시 서대문구 북아현로22길 38(북아현동),2482,1064,403,613,5,19,0,5,0,2,6,0,0,7,1060,4,1418
953,Seodaemun,투표소,CHH,충현동제3투,"추계예술대학교(1층, 후문 청사관휴게실)",서울특별시 서대문구 북아현로11가길 7(북아현동),2762,1466,510,897,5,18,2,4,0,9,6,0,2,5,1458,8,1296
954,Seodaemun,투표소,CHH,충현동제4투,"충현동자치회관(3층, 다목적실)",서울특별시 서대문구 경기대로 40(충정로3가),3071,1450,602,763,12,20,1,5,1,19,6,0,0,11,1440,10,1621
955,Seodaemun,투표소,CHH,충현동제5투,"미동초등학교(1층, 미술실)",서울특별시 서대문구 충정로 52(미근동),2869,1323,531,720,10,18,6,5,0,16,3,1,0,3,1313,10,1546
956,Seodaemun,투표소,CHY,천연동제1투,"천연동주민센터(2층, 다목적실)",서울특별시 서대문구 성산로 694(영천동),2422,1147,362,721,12,15,0,2,0,8,7,0,0,15,1142,5,1275
957,Seodaemun,투표소,CHY,천연동제2투,"동명여자중학교(1층, 동아리실)",서울특별시 서대문구 독립문로 49(천연동),2717,1325,545,715,10,18,1,4,0,6,9,0,1,8,1317,8,1392
958,Seodaemun,투표소,CHY,천연동제3투,"금화초등학교(1층, 신관 도서관 꿈빛샘터)",서울특별시 서대문구 통일로 165(천연동),2464,1223,488,681,5,15,4,3,0,10,3,0,0,9,1218,5,1241
959,Seodaemun,투표소,CHY,천연동제4투,"한성과학고등학교(1층, 창조관)",서울특별시 서대문구 통일로 279-79(현저동),539,294,138,143,3,1,1,0,0,3,0,0,0,4,293,1,245
960,Seodaemun,투표소,CHY,천연동제5투,"독립문극동아파트(1층, 경로당)","서울특별시 서대문구 독립문공원길 17(현저동, 독립문극동아파트)",3000,1811,633,1110,6,16,1,6,1,5,2,0,0,13,1793,18,1189
961,Seodaemun,투표소,BAH,북아현동제1투,"북아현동주민센터(3층, 문화사랑방 303호)",서울특별시 서대문구 북아현로 24(북아현동),2123,902,337,530,4,7,1,1,0,5,1,0,1,9,896,6,1221
962,Seodaemun,투표소,BAH,북아현동제2투,"북아현동주민센터(4층, 강당)",서울특별시 서대문구 북아현로 24(북아현동),2291,964,365,552,6,11,1,4,0,6,3,1,1,5,955,9,1327
963,Seodaemun,투표소,BAH,북아현동제3투,"한성고등학교(1층, 구내식당)",서울특별시 서대문구 북아현로1길 24(북아현동),3055,1457,531,861,8,17,1,6,0,11,3,0,0,11,1449,8,1598
964,Seodaemun,투표소,BAH,북아현동제4투,"e편한세상신촌아파트(1층, 203동 멀티룸)","서울특별시 서대문구 북아현로1길 17(북아현동, e편한세상신촌 2단지)",3132,1591,466,1050,8,14,5,5,0,16,1,0,0,18,1583,8,1541
965,Seodaemun,투표소,SCH,신촌동제1투,"숲속 한방랜드(1층, 공용실)",서울특별시 서대문구 봉원사길 75-7(봉원동),2096,931,262,591,17,9,0,1,0,21,5,0,0,11,917,14,1165
966,Seodaemun,투표소,SCH,신촌동제2투,"서울대신초등학교 (1층, 신관 주차장)",서울특별시 서대문구 이화여대2길 27(대현동),4026,1769,507,1100,41,11,6,3,1,45,3,0,1,27,1745,24,2257
967,Seodaemun,투표소,SCH,신촌동제3투,신촌동자치회관(1층),서울특별시 서대문구 연세로2나길 47(창천동),2695,1007,305,601,17,12,4,4,1,19,4,0,0,21,988,19,1688
968,Seodaemun,투표소,SCH,신촌동제4투,"서울창서초등학교 (2층, 초등돌봄교실복도)",서울특별시 서대문구 연세로5나길 30-3(창천동),3105,1122,329,686,15,13,9,3,0,20,4,1,0,11,1091,31,1983
969,Seodaemun,투표소,SCH,신촌동제5투,"서울창서초등학교 (1층, 행정실복도)",서울특별시 서대문구 연세로5나길 30-3(창천동),2912,1037,376,567,14,12,3,6,0,14,6,0,0,19,1017,20,1875
970,Seodaemun,투표소,YH,연희동제1투,"연희동주민센터(3층, 다목적실)",서울특별시 서대문구 연희로 189(연희동),3341,1338,453,818,11,17,5,0,0,13,2,0,1,10,1330,8,2003
971,Seodaemun,투표소,YH,연희동제2투,"연희동자치회관(3층, 다목적실)",서울특별시 서대문구 증가로 13-10(연희동),2125,1094,372,662,13,12,4,1,0,6,2,0,0,14,1086,8,1031
972,Seodaemun,투표소,YH,연희동제3투,"서연중학교(본관 2층, 3-4교실)",서울특별시 서대문구 연희로11마길 9-6(연희동),2912,1244,431,751,9,3,5,3,0,17,3,0,0,13,1235,9,1668
973,Seodaemun,투표소,YH,연희동제4투,"연희노인여가복지시설(4층, 강당)",서울특별시 서대문구 홍제천로2길 111(연희동),1867,836,386,404,9,9,2,1,0,5,2,0,1,7,826,10,1031
974,Seodaemun,투표소,YH,연희동제5투,"연희파크푸르지오아파트(지하1층, 관리사무소 옆 주민회의실)","서울특별시 서대문구 홍제천로 136(연희동, 연희파크푸르지오)",2841,1459,631,753,15,17,3,3,0,8,2,1,1,17,1451,8,1382
975,Seodaemun,투표소,YH,연희동제6투,"서대문구 평생학습관 융복합인재교육센터(서대문구의회)(지하1층, 드론＆자율주행실)",서울특별시 서대문구 연희로36길 49(연희동),2766,1187,466,653,16,12,4,0,1,11,1,1,0,11,1176,11,1579
976,Seodaemun,투표소,YH,연희동제7투,"연희초등학교(2층, 다목적강당)",서울특별시 서대문구 연희로 136(연희동),3074,1376,436,856,11,12,4,3,0,14,6,0,1,19,1362,14,1698
977,Seodaemun,투표소,YH,연희동제8투,"연희초등학교(2층, 다목적강당)",서울특별시 서대문구 연희로 136(연희동),3706,1562,466,945,30,18,5,9,0,25,6,0,0,31,1535,27,2144
978,Seodaemun,투표소,YH,연희동제9투,"연세대학교재활학교(1층, 로비)",서울특별시 서대문구 연세로 50(신촌동),3206,1410,492,811,12,16,1,3,1,20,7,1,1,28,1393,17,1796
979,Seodaemun,투표소,HJ1,홍제제1동제1투,"서울예술실용전문학교(1층, A동 104호강의실)",서울특별시 서대문구 통일로37길 60(홍제동),2577,1225,551,609,5,18,0,5,0,14,5,0,0,5,1212,13,1352
980,Seodaemun,투표소,HJ1,홍제제1동제2투,"하하호호홍제마을활력소(1층, 다목적실)",서울특별시 서대문구 통일로 483(홍은동),2861,1643,607,956,11,26,1,5,0,7,13,1,0,3,1630,13,1218
981,Seodaemun,투표소,HJ1,홍제제1동제3투,"홍제행복기숙사(1층, 대회의실)",서울특별시 서대문구 송죽길 62(홍제동),2717,1440,619,766,2,16,1,0,0,4,8,0,0,13,1429,11,1277
982,Seodaemun,투표소,HJ1,홍제제1동제4투,"디지털서울문화예술대학교(1층,H동 102호 소극장)",서울특별시 서대문구 통일로37길 51(홍제동),2239,1117,483,568,12,16,3,2,0,6,9,1,0,8,1108,9,1122
983,Seodaemun,투표소,HJ1,홍제제1동제5투,"고은초등학교(1층, 영어전용실)",서울특별시 서대문구 모래내로 441(홍제동),2743,1438,550,816,10,19,0,1,0,12,12,1,0,5,1426,12,1305
984,Seodaemun,투표소,HJ1,홍제제1동제6투,"홍제제1동자치회관(5층, 강당)",서울특별시 서대문구 통일로27길 19(홍제동),2336,1193,432,698,4,14,5,3,0,12,5,0,0,13,1186,7,1143
985,Seodaemun,투표소,HJ1,홍제제1동제7투,"서울안산초등학교(1층, 실과실)",서울특별시 서대문구 통일로 321(홍제동),1183,690,243,412,4,7,4,3,0,1,1,0,0,5,680,10,493
986,Seodaemun,투표소,HJ2,홍제제2동제1투,"홍제커뮤니티센터(2층, 다목적실)",서울특별시 서대문구 통일로36다길 2(홍제동),2048,868,361,458,6,14,1,3,0,4,4,0,0,2,853,15,1180
987,Seodaemun,투표소,HJ2,홍제제2동제2투,"인왕어르신복지센터(2층, 강당)",서울특별시 서대문구 통일로26길 12-5(홍제동),2723,1503,523,919,10,10,1,6,1,9,2,0,1,9,1491,12,1220
988,Seodaemun,투표소,HJ2,홍제제2동제3투,"홍제제2동주민센터(4층, 대강당)",서울특별시 서대문구 통일로34길 27(홍제동),2148,1137,393,681,7,16,1,3,0,10,7,0,0,7,1125,12,1011
989,Seodaemun,투표소,HJ2,홍제제2동제4투,"인왕산현대아파트 상가(지하1층, 지하주차장)",서울특별시 서대문구 통일로34길 48(홍제동),2044,1093,407,623,5,22,4,3,0,6,8,0,0,8,1086,7,951
990,Seodaemun,투표소,HJ3,홍제제3동제1투,"홍제제3동주민센터(2층, 멀티학습실)",서울특별시 서대문구 세검정로4길 32(홍제동),2352,916,391,491,3,14,2,0,0,2,3,0,0,3,909,7,1436
991,Seodaemun,투표소,HJ3,홍제제3동제2투,"홍은초등학교 (1층, 동관 녹색어머니실)",서울특별시 서대문구 세검정로 105(홍제동),2575,1179,496,635,12,11,2,2,0,4,4,0,0,5,1171,8,1396
992,Seodaemun,투표소,HJ3,홍제제3동제3투,"홍제배드민턴장(1층, 내부순환로 홍은진입램프 고가 아래)",서울특별시 서대문구 홍제동280-9(홍제동),2687,1227,499,670,10,10,5,1,0,14,2,1,0,3,1215,12,1460
993,Seodaemun,투표소,HJ3,홍제제3동제4투,인왕초등학교 정보관(4층 멀티미디어실),서울특별시 서대문구 세무서길 33-9(홍제동),2895,1340,555,724,5,13,3,4,1,18,3,2,3,2,1333,7,1555
994,Seodaemun,투표소,HE1,홍은제1동제1투,"홍은제1동주민센터(지하1층, 강당)",서울특별시 서대문구 홍은중앙로 85(홍은동),1602,620,278,296,8,16,3,1,0,5,2,0,0,4,613,7,982
995,Seodaemun,투표소,HE1,홍은제1동제2투,"홍제초등학교(1층, 나래반)",서울특별시 서대문구 홍은중앙로 13(홍은동),3345,1720,695,956,15,14,2,3,0,11,6,0,0,9,1711,9,1625
996,Seodaemun,투표소,HE1,홍은제1동제3투,"홍제초등학교(1층, 아름반)",서울특별시 서대문구 홍은중앙로 13(홍은동),2745,1453,546,841,9,14,4,4,0,13,4,0,0,6,1441,12,1292
997,Seodaemun,투표소,HE1,홍은제1동제4투,"동일아파트(1층, 주차장)","서울특별시 서대문구 홍은중앙로 81(홍은동, 동일아파트)",2000,971,378,550,4,15,4,1,0,8,2,0,0,4,966,5,1029
998,Seodaemun,투표소,HE1,홍은제1동제5투,"홍은도담도서관(3층, 열람실)",서울특별시 서대문구 홍은중앙로 129(홍은동),2748,1343,544,726,8,19,5,3,1,10,2,1,2,8,1329,14,1405
999,Seodaemun,투표소,HE1,홍은제1동제6투,홍은제1동 제1공영주차장(지하1층),서울특별시 서대문구 포방터2길 10(홍은동),2509,1133,478,599,4,9,0,0,0,8,5,0,1,12,1116,17,1376
1000,Seodaemun,투표소,HE2,홍은제2동제1투,"서대문구치매안심센터(2층, 대강당)",서울특별시 서대문구 연희로 290(홍은동),3507,1227,489,675,10,15,2,4,0,9,4,0,0,8,1216,11,2280
1001,Seodaemun,투표소,HE2,홍은제2동제2투,"홍은중학교(2층, 체육관)",서울특별시 서대문구 연희로41길 94(홍은동),2488,1133,400,675,7,13,1,4,1,4,4,0,1,12,1122,11,1355
1002,Seodaemun,투표소,HE2,홍은제2동제3투,"홍은중학교(1층, 두레박실)",서울특별시 서대문구 연희로41길 94(홍은동),3565,1872,763,1013,5,31,4,3,1,7,10,1,3,15,1856,16,1693
1003,Seodaemun,투표소,HE2,홍은제2동제4투,"정원여자중학교(1층, 중앙홀)",서울특별시 서대문구 연희로37안길 51(홍은동),2850,1208,532,594,15,21,2,1,1,8,6,1,0,15,1196,12,1642
1004,Seodaemun,투표소,HE2,홍은제2동제5투,"홍은제2동주민센터(2층, 대강당)",서울특별시 서대문구 모래내로 334(홍은동),3232,1144,450,624,13,16,0,2,0,11,8,0,1,10,1135,9,2088
1005,Seodaemun,투표소,HE2,홍은제2동제6투,"명지전문대학 본관(4층, 426호)",서울특별시 서대문구 가좌로 134(홍은동),2930,1148,409,672,3,15,0,9,2,17,1,0,1,7,1136,12,1782
1006,Seodaemun,투표소,NKJ1,남가좌제1동제1투,"남가좌제1동주민센터(3층, 대강당)",서울특별시 서대문구 모래내로15길 37(남가좌동),2511,1236,389,796,6,18,1,2,0,9,4,1,0,2,1228,8,1275
1007,Seodaemun,투표소,NKJ1,남가좌제1동제2투,"DMC파크뷰자이아파트 1단지커뮤니티센터(1층, 경로당)","서울특별시 서대문구 가재울미래로 2(남가좌동, DMC파크뷰자이)",2273,1241,453,752,2,14,2,3,0,7,1,1,0,3,1238,3,1032
1008,Seodaemun,투표소,NKJ1,남가좌제1동제3투,"DMC파크뷰자이아파트 2단지커뮤니티센터(1층, 경로당)","서울특별시 서대문구 가재울미래로 2(남가좌동, DMC파크뷰자이)",2683,1412,533,820,7,9,5,3,1,8,4,0,0,6,1396,16,1271
1009,Seodaemun,투표소,NKJ1,남가좌제1동제4투,"시립서대문농아인복지관(지하1층, 회의실)",서울특별시 서대문구 수색로4가길 23(남가좌동),1719,803,271,500,6,8,0,1,0,4,1,0,0,3,794,9,916
1010,Seodaemun,투표소,NKJ2,남가좌제2동제1투,"남가좌제2동주민센터(3층, 대회의실)",서울특별시 서대문구 증가로10길 28(남가좌동),2647,1029,378,580,5,20,5,4,0,10,8,0,0,4,1014,15,1618
1011,Seodaemun,투표소,NKJ2,남가좌제2동제2투,"루마버텍스 (1층, 루마썬팅)",서울특별시 서대문구 증가로 103(남가좌동),2394,1090,482,549,5,19,0,3,1,15,3,0,0,4,1081,9,1304
1012,Seodaemun,투표소,NKJ2,남가좌제2동제3투,"남가좌동현대아파트(1층, 경로당)","서울특별시 서대문구 가재울로 45(남가좌동, 현대아파트)",2673,1424,479,889,8,22,1,2,0,9,1,2,0,5,1418,6,1249
1013,Seodaemun,투표소,NKJ2,남가좌제2동제4투,DMC에코자이아파트 자이안센터(1층),"서울특별시 서대문구 거북골로 84(남가좌동, DMC에코자이)",3173,1739,677,995,6,22,2,3,0,12,3,0,1,6,1727,12,1434
1014,Seodaemun,투표소,NKJ2,남가좌제2동제5투,"DMC래미안클라시스 103동 앞 탁구장(지하1층, 구. 남가좌삼성아파트)","서울특별시 서대문구 증가로 191(남가좌동, DMC래미안클라시스)",3408,1910,753,1078,15,16,2,0,0,23,3,2,0,8,1900,10,1498
1015,Seodaemun,투표소,NKJ2,남가좌제2동제6투,"명지대학교 경상관(1층, 4115 강의실)",서울특별시 서대문구 거북골로 34(남가좌동),2414,980,418,476,17,18,1,7,0,14,3,1,0,9,964,16,1434
1016,Seodaemun,투표소,NKJ2,남가좌제2동제7투,"연희중학교 정보관(1층, 기술가정실)",서울특별시 서대문구 증가로 170(남가좌동),2555,1156,402,710,4,7,5,4,0,9,0,0,1,7,1149,7,1399
1017,Seodaemun,투표소,BKJ1,북가좌제1동제1투,"북가좌제1동주민센터(2층, 문화교실2)",서울특별시 서대문구 수색로 100-55(북가좌동),2466,1227,438,744,5,16,1,3,0,9,1,0,0,3,1220,7,1239
1018,Seodaemun,투표소,BKJ1,북가좌제1동제2투,"북가좌초등학교(1층, 강당)",서울특별시 서대문구 거북골로19길 20(북가좌동),1912,803,309,460,5,10,1,1,0,8,1,0,0,3,798,5,1109
1019,Seodaemun,투표소,BKJ1,북가좌제1동제3투,"북가좌초등학교(1층, 강당)",서울특별시 서대문구 거북골로19길 20(북가좌동),2187,946,322,576,6,13,3,1,0,8,4,0,0,8,941,5,1241
1020,Seodaemun,투표소,BKJ1,북가좌제1동제4투,"DMC래미안e편한세상 1단지커뮤니티센터(1층, 키즈북카페)","서울특별시 서대문구 수색로 100(북가좌동, DMC래미안e편한세상)",2711,1473,477,938,9,14,2,3,1,10,4,0,0,7,1465,8,1238
1021,Seodaemun,투표소,BKJ1,북가좌제1동제5투,"DMC래미안e편한세상 3단지 커뮤니티센터(1층, 도서관)","서울특별시 서대문구 수색로 100(북가좌동, DMC래미안e편한세상)",1749,919,307,581,10,6,3,0,0,5,2,0,1,1,916,3,830
1022,Seodaemun,투표소,BKJ2,북가좌제2동제1투,"북가좌제2동주민센터(2층, 다목적실)",서울특별시 서대문구 응암로1길 10(북가좌동),3772,1506,657,776,11,14,3,1,0,19,4,1,1,7,1494,12,2266
1023,Seodaemun,투표소,BKJ2,북가좌제2동제2투,"서대문구청소년상담복지센터(1층, 휴먼센터 경로당)",서울특별시 서대문구 증가로30길 45-9(북가좌동),3234,1313,550,700,12,15,2,3,1,8,3,0,0,5,1299,14,1921
1024,Seodaemun,투표소,BKJ2,북가좌제2동제3투,"경원빌딩(지하1층, 지하주차장)",서울특별시 서대문구 응암로 60(북가좌동),2477,1122,468,602,7,17,1,3,1,4,1,2,0,6,1112,10,1355
1025,Seodaemun,투표소,BKJ2,북가좌제2동제4투,"가재울아이파크아파트(1층, 헬스클럽)","서울특별시 서대문구 거북골로14길 32(북가좌동, DMC아이파크아파트)",3083,1732,669,1000,9,17,3,4,0,8,4,0,0,9,1723,9,1351
1026,Seodaemun,투표소,BKJ2,북가좌제2동제5투,커피전문점 산맥,서울특별시 서대문구 증가로 213(북가좌동),2919,1294,570,663,11,19,0,3,0,6,3,2,0,5,1282,12,1625
1027,Seodaemun,투표소,BKJ2,북가좌제2동제6투,은가경로당(1층),서울특별시 서대문구 증가로20길 43(북가좌동),3384,1253,537,642,18,20,2,4,0,9,1,2,0,7,1242,11,2131
1028,Seodaemun,투표소,BKJ2,북가좌제2동제7투,서울상사(주) 택시미터,서울특별시 서대문구 증가로 204(북가좌동),3817,1636,734,825,9,20,1,3,0,13,6,0,1,11,1623,13,2181
1029,Mapo,투표소,KD,공덕동제1투,"아현실버복지관(5층, 강당)",서울특별시 마포구 환일길 3(아현동),3160,1443,595,785,9,18,1,3,1,10,3,2,0,4,1431,12,1717
1030,Mapo,투표소,KD,공덕동제2투,"마포구평생학습관 아현분관(2층, 시청각실)",서울특별시 마포구 마포대로 224(아현동),3650,1937,573,1284,7,15,5,4,0,15,9,0,0,14,1926,11,1713
1031,Mapo,투표소,KD,공덕동제3투,"소의초등학교(2층, 회의실)",서울특별시 마포구 마포대로24길 42(아현동),2457,963,379,528,4,18,1,3,0,15,1,1,0,3,953,10,1494
1032,Mapo,투표소,KD,공덕동제4투,공덕동1-2공영주차장(1층),서울특별시 마포구 만리재로14길 39(공덕동),2467,979,456,469,4,11,2,3,0,13,2,0,0,2,962,17,1488
1033,Mapo,투표소,KD,공덕동제5투,"원향고시원(지하1층, 주차장)",서울특별시 마포구 효창목길 23(공덕동),2837,1374,612,701,6,13,4,4,0,15,3,1,1,6,1366,8,1463
1034,Mapo,투표소,KD,공덕동제6투,"공덕동주민센터(2층, 강당)",서울특별시 마포구 만리재옛길 84(공덕동),2459,1104,429,612,4,11,0,0,1,20,4,3,0,9,1093,11,1355
1035,Mapo,투표소,KD,공덕동제7투,"공덕초등학교(1층, 체육관)",서울특별시 마포구 만리재옛길 13(공덕동),3086,1342,499,769,11,12,3,2,0,20,2,0,2,8,1328,14,1744
1036,Mapo,투표소,KD,공덕동제8투,"신공덕1차삼성아파트(1층, 경로당)","서울특별시 마포구 백범로37길 12(신공덕동, 신공덕1차삼성래미안아파트)",2949,1657,509,1076,7,16,1,4,0,18,5,0,0,8,1644,13,1292
1037,Mapo,투표소,KD,공덕동제9투,"마포문화원(4층, 강당)",서울특별시 마포구 백범로 227(신공덕동),3618,1872,612,1188,5,20,0,6,0,21,3,0,0,7,1862,10,1746
1038,Mapo,투표소,AH,아현동제1투,"아현동주민센터(지하1층, 체력단련실)",서울특별시 마포구 마포대로7길 18지하1층 체력단련실 (공덕동),2987,1333,402,878,4,10,3,1,0,19,1,0,0,5,1323,10,1654
1039,Mapo,투표소,AH,아현동제2투,"아현동주민센터(4층, 강당)",서울특별시 마포구 마포대로7길 18(공덕동),2275,1202,366,785,6,12,2,3,0,12,5,0,0,5,1196,6,1073
1040,Mapo,투표소,AH,아현동제3투,"래미안공덕5차아파트 커뮤니티센터(1층, 현관 로비)","서울특별시 마포구 마포대로 167(공덕동, 래미안 공덕5차)",2670,1452,462,938,4,11,2,6,0,9,1,0,0,6,1439,13,1218
1041,Mapo,투표소,AH,아현동제4투,"아현초등학교(1층, 실내체육장)",서울특별시 마포구 굴레방로 6(아현동),1663,776,256,484,5,7,3,2,0,7,1,0,0,4,769,7,887
1042,Mapo,투표소,AH,아현동제5투,"마포래미안푸르지오 2단지 커뮤니티센터(2층, 실내놀이방)","서울특별시 마포구 마포대로 195(아현동, 마포 래미안푸르지오 2단지 커뮤니티센터)",3146,1815,535,1234,7,11,2,3,0,8,3,1,0,6,1810,5,1331
1043,Mapo,투표소,AH,아현동제6투,"마포래미안푸르지오 4단지 커뮤니티센터(1층, 블록방)","서울특별시 마포구 마포대로 195(아현동, 마포 래미안 푸르지오 4단지 커뮤니티센터)",3694,2128,650,1417,8,14,2,4,0,8,3,0,1,8,2115,13,1566
1044,Mapo,투표소,DHW,도화동제1투,"도화동주민센터(4층, 강당)",서울특별시 마포구 도화길 37(도화동),2316,983,375,548,6,15,3,2,1,9,3,0,0,8,970,13,1333
1045,Mapo,투표소,DHW,도화동제2투,도화장난감대여점(1층),서울특별시 마포구 도화4길 53(도화동),2125,1141,321,776,6,13,1,2,0,11,0,0,2,3,1135,6,984
1046,Mapo,투표소,DHW,도화동제3투,"마포삼성아파트(1층, 관리사무소)","서울특별시 마포구 도화길 28(도화동, 삼성아파트)",1765,1085,259,782,3,13,2,2,0,7,1,0,0,8,1077,8,680
1047,Mapo,투표소,DHW,도화동제4투,"현대홈타운(1층, 경로당)","서울특별시 마포구 새창로8길 72(도화동, 현대홈타운)",1752,1046,377,623,7,10,1,2,0,7,5,0,0,6,1038,8,706
1048,Mapo,투표소,DHW,도화동제5투,"마포초등학교(1층, 음악실2)",서울특별시 마포구 도화2길 64(도화동),1784,815,315,455,1,13,3,7,0,1,4,1,0,4,804,11,969
1049,Mapo,투표소,DHW,도화동제6투,"우성아파트 9동(1층, 주차장)","서울특별시 마포구 삼개로 33(도화동, 도화3지구우성아파트)",2388,1513,384,1085,5,10,3,2,0,5,0,0,0,8,1502,11,875
1050,Mapo,투표소,DHW,도화동제7투,"마포쌍용황금아파트(1층, 경로당)","서울특별시 마포구 마포대로4라길 30(마포동, 마포쌍용황금아파트)",2125,1142,401,699,11,9,1,2,0,10,1,1,0,2,1137,5,983
1051,Mapo,투표소,YK,용강동제1투,"용강동주민센터(4층, 강당)",서울특별시 마포구 토정로31길 31(용강동),2811,1429,444,922,7,13,5,5,0,10,5,1,0,6,1418,11,1382
1052,Mapo,투표소,YK,용강동제2투,"용강동주민센터(지하1층, 다목적실)",서울특별시 마포구 토정로31길 31(용강동),2455,1157,350,751,2,17,2,4,0,12,2,0,1,11,1152,5,1298
1053,Mapo,투표소,YK,용강동제3투,"염리초등학교(1층, 다목적강당)",서울특별시 마포구 토정로37길 37(염리동),3262,1615,466,1088,6,19,0,8,1,9,3,0,0,5,1605,10,1647
1054,Mapo,투표소,YK,용강동제4투,"태영아파트(1층, 경로당)","서울특별시 마포구 독막로 266(대흥동, 대흥동태영아파트)",2245,1375,445,878,4,19,2,2,0,9,1,0,0,6,1366,9,870
1055,Mapo,투표소,YK,용강동제5투,"태영아파트(1층, 관리사무소)","서울특별시 마포구 독막로 266(대흥동, 대흥동태영아파트)",2432,1320,467,801,10,14,0,3,1,6,4,0,1,8,1315,5,1112
1056,Mapo,투표소,DH,대흥동제1투,"마포아트센터 문화동(지하1층, 다목적실)",서울특별시 마포구 대흥로20길 28(대흥동),2320,1100,395,662,8,9,5,2,0,6,2,3,0,2,1094,6,1220
1057,Mapo,투표소,DH,대흥동제2투,"양원주부학교(1층, 101호 교실)",서울특별시 마포구 고산18길 13(대흥동),1516,715,250,408,10,16,1,0,0,14,5,0,0,7,711,4,801
1058,Mapo,투표소,DH,대흥동제3투,"우리마포복지관(1층, 강당)",서울특별시 마포구 신촌로26길 10(노고산동),3365,1430,365,986,19,10,4,7,0,21,3,0,0,7,1422,8,1935
1059,Mapo,투표소,DH,대흥동제4투,"서울창천초등학교(1층, 정문 옆 필로티 하부)",서울특별시 마포구 백범로1길 56(노고산동),2853,1108,386,645,12,10,2,3,0,23,1,0,0,11,1093,15,1745
1060,Mapo,투표소,YR,염리동제1투,"서울디자인고등학교(1층, 구령대)",서울특별시 마포구 백범로 139(염리동),2031,758,258,467,8,7,0,2,0,8,0,0,0,4,754,4,1273
1061,Mapo,투표소,YR,염리동제2투,"서울한서초등학교(1층, 방과후1실)",서울특별시 마포구 대흥로24바길 27(염리동),1225,468,136,289,7,9,0,0,0,11,1,0,0,6,459,9,757
1062,Mapo,투표소,YR,염리동제3투,"마포아트센터(3층, 스튜디오3)",서울특별시 마포구 대흥로20길 28(대흥동),2748,1323,470,806,10,5,1,2,0,6,2,0,0,8,1310,13,1425
1063,Mapo,투표소,YR,염리동제4투,"서울여자중학교 정보관동(1층, 다목적실)",서울특별시 마포구 백범로25길 34(염리동),1672,880,281,554,5,10,0,1,1,4,2,1,0,9,868,12,792
